Nbannotateurs=16
Nbclasses=3
Nbobservables=181
%1	1	-1	0	1	1	1	-1	0	0	-1	1	-1	1	-1	-1	1	1	1	1	1	1	1	0	0	0	1	1	0	-1	1	1	1	1	-1	1	1	1	0	1	1	1	1	0	0	0	1	1	-1	-1	1	-1	-1	-1	1	1	0	-1	1	1	1	-1	-1	1	1	-1	1	0	1	1	1	1	1	-1	1	1	0	1	0	1	1	0	0	0	1	-1	-1	1	-1	1	-1	-1	-1	1	1	1	1	1	-1	0	-1	-1	0	1	1	-1	1	1	1	0	-1	0	0	-1	-1	-1	-1	-1	0	1	1	1	-1	1	1	-1	1	1	1	0	-1	1	0	1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	1	1	-1	1	1	-1	-1	1	1	1	1	1	0	1	-1	0	1	-1	-1	1	-1	-1	1	1	0	0	1	1	0	0	0	1	1	1	1	
%1	0	-1	-1	1	1	1	0	0	0	0	1	-1	1	-1	-1	1	1	1	1	1	1	1	0	-1	-1	0	1	0	-1	1	1	0	0	0	0	1	1	-1	1	0	0	1	0	0	-1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	-1	-1	1	1	-1	1	-1	0	1	1	1	1	-1	1	1	0	0	-1	1	1	0	0	-1	1	-1	-1	1	-1	1	0	-1	0	-1	1	1	1	1	-1	-1	-1	-1	1	1	1	-1	1	1	1	0	-1	0	0	-1	-1	-1	-1	-1	0	1	1	1	0	0	1	0	1	1	1	0	-1	0	0	1	0	0	1	0	-1	-1	-1	-1	0	-1	-1	-1	1	0	-1	1	1	-1	-1	1	1	1	1	1	0	1	-1	0	1	-1	-1	1	-1	-1	1	1	0	0	1	1	0	-1	-1	1	1	1	1	
%1	-1	0	-1	1	1	1	-1	0	1	-1	1	-1	1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	0	1	-1	-1	1	1	1	1	0	1	1	1	-1	1	1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	-1	-1	1	1	1	-1	1	1	1	-1	-1	1	1	-1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	1	1	0	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	0	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	-1	1	1	-1	1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	-1	1	1	-1	-1	1	-1	-1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	
%1	-1	0	-1	1	1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	0	1	-1	-1	0	1	1	1	-1	1	1	1	0	1	1	1	1	-1	0	-1	1	1	-1	-1	-1	-1	-1	0	1	1	0	-1	1	1	1	-1	-1	1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	1	1	0	1	0	1	-1	-1	1	-1	1	-1	-1	0	1	1	1	1	1	-1	0	-1	0	1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	0	1	0	1	1	1	-1	0	-1	-1	-1	-1	-1	0	1	1	-1	0	0	0	-1	1	1	1	1	1	-1	1	-1	0	1	-1	-1	1	-1	-1	1	1	0	-1	1	1	-1	-1	-1	1	1	1	1	
%1	-1	-1	-1	1	1	1	-1	1	0	-1	1	-1	1	-1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	-1	1	1	-1	0	-1	1	0	1	1	1	0	0	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	-1	1	-1	1	1	1	1	0	-1	1	1	0	1	-1	1	1	0	-1	-1	0	-1	1	1	-1	1	-1	-1	-1	0	1	1	-1	1	-1	0	-1	-1	-1	1	1	-1	0	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	0	0	-1	-1	1	1	1	1	1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	1	0	1	1	1	0	-1	-1	1	1	1	1	
%1	1	-1	-1	1	1	1	-1	-1	1	-1	1	-1	1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	0	1	0	-1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	-1	-1	-1	-1	-1	1	1	1	-1	1	1	0	-1	-1	1	1	-1	1	-1	0	1	1	1	0	-1	1	1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	0	0	1	1	1	1	-1	-1	-1	-1	1	1	1	0	1	1	1	-1	-1	1	0	-1	-1	-1	-1	-1	1	1	1	1	-1	0	1	-1	1	1	0	-1	-1	1	-1	1	0	1	1	-1	-1	0	-1	-1	-1	-1	0	0	1	1	-1	1	1	-1	-1	1	1	1	1	1	-1	1	-1	-1	1	-1	-1	0	-1	-1	1	1	-1	-1	1	1	0	-1	-1	1	1	1	1	
%1	1	0	0	1	1	1	-1	-1	1	-1	1	-1	1	-1	-1	1	0	1	1	1	1	1	0	0	-1	0	1	0	-1	1	1	1	0	-1	0	0	1	0	1	1	1	1	1	1	.	1	1	-1	-1	0	-1	-1	-1	1	1	1	-1	1	1	1	-1	-1	1	1	-1	1	0	0	1	1	1	0	-1	1	1	1	1	0	1	1	0	0	0	1	-1	-1	1	-1	1	1	-1	-1	1	1	1	1	1	-1	0	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	1	0	-1	-1	-1	-1	0	1	1	1	-1	-1	1	-1	1	1	1	1	-1	1	0	1	1	1	1	0	-1	0	-1	-1	1	-1	0	-1	1	1	-1	1	1	0	0	1	1	1	1	1	0	1	-1	0	1	-1	-1	1	-1	-1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	
%1	-1	-1	-1	1	1	1	0	1	1	-1	1	-1	1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	1	1	-1	0	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	0	-1	1	1	-1	-1	0	-1	-1	-1	1	1	1	-1	1	1	1	-1	-1	1	1	-1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	-1	1	-1	-1	1	-1	1	0	-1	0	1	1	1	1	1	-1	-1	-1	-1	0	1	1	-1	1	1	1	0	1	1	0	1	1	-1	0	-1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	0	1	1	1	1	0	-1	-1	-1	-1	0	-1	1	-1	1	1	-1	1	1	0	-1	1	1	1	1	1	1	1	0	0	1	-1	-1	1	-1	-1	1	1	1	0	1	1	1	-1	-1	1	1	1	1	
%1	0	0	-1	1	1	1	0	1	0	-1	1	-1	1	-1	-1	1	0	1	1	1	1	1	0	-1	-1	1	1	0	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	0	0	-1	1	0	0	-1	0	-1	-1	-1	1	1	0	-1	1	1	1	-1	-1	1	1	-1	1	-1	0	1	1	1	1	-1	0	1	1	1	0	1	1	-1	-1	-1	1	-1	-1	1	-1	1	0	-1	-1	1	1	1	1	1	-1	1	-1	-1	0	1	1	-1	1	1	1	0	-1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	0	1	1	-1	1	-1	1	0	1	1	-1	-1	-1	0	-1	-1	-1	-1	0	1	1	-1	1	1	-1	-1	1	1	1	1	1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	1	1	-1	1	1	1	-1	-1	1	1	1	1	
1	0	-1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	-1	1	1	1	1	1	1	1	1	0	-1	-1	1	-1	-1	1	1	-1	1	-1	0	0	1	0	1	0	0	1	0	-1	0	1	1	-1	-1	1	-1	-1	-1	1	1	0	-1	1	1	1	-1	-1	1	1	-1	1	-1	1	1	1	0	0	-1	0	1	1	1	-1	1	1	0	-1	-1	1	-1	-1	1	0	1	-1	-1	-1	0	1	1	1	1	-1	0	-1	-1	-1	1	1	-1	1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	0	1	1	1	-1	0	1	-1	1	-1	0	-1	-1	1	0	1	0	0	0	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	1	1	1	1	1	0	1	-1	1	1	-1	-1	1	-1	-1	1	1	0	-1	1	1	0	-1	-1	1	1	1	1	
1	-1	1	-1	1	1	1	-1	-1	0	-1	1	-1	1	-1	-1	1	0	1	1	1	0	1	1	0	-1	0	1	0	-1	1	0	0	0	-1	0	1	1	-1	1	1	1	1	0	0	-1	1	1	1	-1	1	-1	-1	-1	1	0	1	-1	1	1	1	-1	0	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	-1	-1	-1	0	1	-1	-1	-1	0	1	1	1	1	-1	1	-1	-1	-1	1	1	-1	1	1	1	0	-1	1	0	-1	-1	-1	0	-1	0	1	1	1	-1	1	1	-1	1	1	1	1	-1	0	0	1	-1	0	0	-1	-1	-1	-1	-1	0	-1	0	0	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	-1	-1	1	-1	-1	1	-1	-1	1	1	0	-1	1	1	-1	-1	-1	1	1	1	1	
1	1	1	-1	1	1	1	-1	-1	0	-1	1	-1	1	-1	-1	1	1	1	1	1	1	1	0	-1	-1	1	1	0	-1	1	0	-1	0	-1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	-1	0	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	-1	1	-1	0	1	1	0	1	-1	0	1	0	0	-1	1	1	-1	0	0	1	-1	-1	1	-1	1	-1	-1	-1	0	1	1	1	1	-1	0	-1	-1	-1	1	1	-1	1	0	1	0	-1	0	0	-1	-1	-1	-1	-1	0	1	1	1	0	0	1	0	0	1	1	1	-1	0	-1	1	-1	0	0	0	-1	-1	0	-1	0	-1	-1	-1	1	0	-1	1	1	0	-1	1	1	1	1	1	0	1	-1	0	1	-1	-1	1	0	-1	1	1	0	0	1	1	1	0	0	1	1	1	1	
1	1	0	-1	1	1	1	-1	1	-1	-1	1	-1	1	-1	-1	1	0	1	1	1	1	1	1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	-1	.	-1	-1	.	1	-1	1	1	1	1	-1	-1	1	1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	.	-1	-1	-1	-1	-1	-1	1	1	-1	0	1	-1	-1	1	1	1	1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	-1	1	1	1	1	
1	1	-1	-1	1	1	1	-1	0	0	-1	1	-1	1	-1	-1	1	1	1	1	1	1	1	0	-1	-1	1	1	-1	-1	1	1	-1	0	-1	0	0	1	0	1	1	0	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	0	1	1	-1	1	1	1	0	-1	1	-1	1	-1	-1	-1	-1	1	1	1	1	0	-1	-1	-1	1	1	0	0	-1	1	0	1	0	0	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	1	1	1	1	1	0	1	-1	-1	1	-1	-1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	-1	1	1	1	0	
1	1	-1	-1	1	1	1	-1	-1	1	-1	1	-1	1	-1	-1	1	1	1	1	1	1	1	-1	-1	-1	0	1	0	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	0	0	-1	1	0	0	-1	-1	-1	-1	-1	1	1	-1	0	1	1	1	-1	-1	1	1	-1	1	-1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	-1	-1	1	-1	1	-1	-1	0	1	1	1	1	1	-1	0	-1	0	0	1	1	-1	0	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	1	0	1	1	-1	1	0	1	0	1	1	1	-1	-1	0	-1	0	-1	0	0	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	0	1	1	-1	-1	0	-1	-1	1	1	-1	1	1	1	1	-1	-1	1	1	1	1	
0	1	0	-1	1	1	1	-1	-1	0	-1	1	-1	1	-1	-1	1	0	1	1	1	0	1	1	0	-1	0	1	0	-1	1	0	0	-1	-1	0	1	1	1	1	1	1	1	0	0	-1	1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	0	1	-1	0	1	1	1	1	0	1	1	1	1	-1	1	1	0	0	-1	0	-1	-1	1	-1	1	-1	-1	-1	1	1	1	1	1	0	0	-1	-1	-1	1	1	0	0	1	1	0	-1	1	0	0	-1	-1	-1	-1	-1	1	1	1	-1	0	1	0	1	1	1	-1	-1	0	-1	1	0	-1	0	0	0	0	0	0	0	-1	0	0	1	0	-1	0	1	-1	-1	1	1	1	1	1	-1	1	-1	0	1	0	-1	1	-1	-1	1	1	0	-1	1	1	-1	-1	-1	1	1	1	1	
1	1	-1	-1	1	1	1	-1	1	1	-1	1	-1	0	-1	-1	1	1	1	1	1	1	1	0	-1	-1	1	1	0	-1	1	1	-1	-1	-1	0	0	1	1	1	1	1	1	0	0	-1	1	1	-1	-1	0	-1	-1	-1	1	1	1	-1	1	1	1	-1	-1	1	1	-1	1	-1	0	1	1	1	1	-1	1	1	1	1	-1	1	1	-1	0	-1	1	-1	-1	1	-1	1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	-1	-1	1	1	-1	1	1	1	0	-1	0	-1	-1	-1	-1	-1	-1	0	1	1	1	0	1	1	-1	.	1	-1	1	-1	1	-1	1	0	0	0	-1	-1	0	-1	-1	-1	-1	1	0	1	0	-1	1	1	-1	1	1	1	1	1	1	0	1	-1	0	1	-1	-1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	-1	1	1	1	1	
1	1	-1	1	1	1	1	-1	0	1	1	1	-1	1	-1	0	1	1	1	1	1	1	1	-1	0	0	0	-1	1	-1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	-1	-1	0	-1	-1	-1	1	1	1	-1	1	1	1	0	0	1	1	1	1	-1	0	1	1	1	1	-1	0	1	1	1	0	1	1	0	0	0	1	-1	-1	1	0	1	0	-1	-1	1	1	1	1	1	-1	-1	-1	0	0	1	1	-1	1	1	1	1	-1	0	0	-1	-1	1	-1	0	0	1	1	1	0	1	1	-1	1	1	1	1	-1	1	0	1	1	0	1	0	-1	-1	0	-1	0	-1	0	-1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	0	1	1	-1	-1	1	-1	-1	1	1	1	0	1	1	1	-1	-1	1	1	1	1	
1	1	0	1	1	1	1	-1	1	1	-1	1	-1	1	-1	-1	1	1	1	1	1	0	1	-1	-1	-1	-1	1	0	-1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	0	0	0	1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	-1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	1	1	0	-1	-1	1	-1	-1	1	-1	1	-1	-1	0	1	1	1	1	1	-1	-1	-1	-1	-1	1	1	-1	1	1	1	-1	0	1	1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	-1	1	0	0	-1	-1	1	-1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	1	-1	-1	1	1	-1	-1	1	1	1	1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	
